0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,ClinicalRecord
0.02927216,0.107577264,-0.0005847308,-0.22778839,-0.14773889,0.27041256,0.05990349,-0.26161575,-0.029093815,-0.099942915,0.057013746,-0.084938854,0.26959547,-0.17688967,0.13013382,0.10901167,0.005380136,0.062446147,-0.009472453,0.037782077,-0.17179808,-0.06976945,0.11288732,0.030605804,-0.23132356,0.10079666,0.041078717,0.10745702,-0.09372781,-0.1401134,-0.34958676,0.34208637,0.04294486,-0.1393916,-0.17541018,0.18446514,0.09041217,0.003644241,0.059408892,0.09494911,-0.16323513,0.16064017,0.010102916,-0.015004182,-0.032536462,0.07374849,-0.12151255,-0.16161272,-0.09624049,-0.017965069,entity:1003706_ClinicalRecord
-0.032588076,0.040945128,-0.19636618,-0.10399444,-0.10919771,-0.06535115,-0.20376071,0.08474449,0.1891171,-0.14758582,0.09440775,-0.1019921,0.24160053,-0.019772463,0.22142456,0.11466413,-0.2046366,-0.02322291,0.14776033,0.034927584,-0.17178205,0.03161767,0.014308518,-0.031600326,-0.09971593,0.26739952,0.002477156,0.08774654,0.18941486,-0.075876154,-0.31689304,-0.023933534,-0.004787741,-0.25134742,-0.10348602,0.23924205,-0.042577736,0.06490603,0.09824088,0.23689666,-0.111671515,0.20535903,0.041214302,-0.05828476,-0.08383336,0.051409252,-0.088998355,0.0026323278,-0.113611735,-0.2510859,entity:1005679_ClinicalRecord
0.27816188,-0.18080525,-0.2221377,-0.06711885,-0.26869744,-0.112120494,0.009537858,-0.30012104,0.13098237,-0.15727355,-0.021197971,-0.033949386,0.03379619,-0.32286352,-0.063087106,-0.011387585,-0.008552273,-0.09361023,-0.03499967,-0.010903335,0.18218268,-0.09421046,-0.03404919,0.08828017,0.02135673,-0.067642644,-0.018269325,0.14410037,-0.0805701,-0.0018977196,-0.24986638,-0.17748506,0.3243754,-0.022855632,-0.02156827,0.23269472,0.08117002,-0.12770185,-0.16992559,-0.040625427,0.03313281,0.01529917,-0.014615347,0.02864455,0.00872003,-0.13753042,0.06506117,-0.03727024,0.22052853,-0.176129,entity:1007602_ClinicalRecord
0.17536092,-0.08209458,-0.20077053,-0.20561893,-0.056911685,-0.0040020063,0.07571026,-0.083905645,-0.13140497,-0.067552306,-0.14623338,0.07881028,0.28178406,0.28561717,0.13926034,-0.2274426,-0.024523828,-0.12911436,-0.008996645,0.12680124,-0.07929894,0.02419263,-0.16401055,0.15643467,-0.033613484,-0.022875361,0.20812225,-0.01313559,0.045410667,0.09250553,0.16190553,-0.18489468,0.2385538,-0.13588998,-0.10683969,0.001258805,0.113571465,0.13894558,0.019338844,0.1685184,-0.17323987,0.23596273,-0.27250287,0.0014514766,-0.03315815,-0.16384174,-0.09701646,0.01967773,-0.16375923,0.04745424,entity:1013426_ClinicalRecord
-0.075006366,-0.0044692047,-0.20356208,0.1287258,-0.13078494,0.048032004,0.17435291,-0.19970895,-0.1951965,-0.24113438,-0.047002282,-0.09988357,0.25060537,0.07254242,-0.06796316,-0.1171115,0.12635593,-0.23953195,0.042536963,-0.06176455,-0.15649292,0.21798196,0.11047438,-0.08958588,0.079041496,0.16442575,0.079272166,0.09263651,0.09557706,-0.20379958,0.027309969,-0.027475486,-0.095768936,-0.15579395,-0.12756257,0.10977385,0.104994394,0.21779855,0.12886399,0.23492917,0.08792217,0.16360524,0.25898385,0.09950339,0.124103546,0.1779354,-0.06290603,-0.14684401,0.0106205875,0.06409361,entity:1013702_ClinicalRecord
0.19471337,-0.11274699,-0.040013645,-0.2504787,-0.03827046,0.061445747,0.081758715,-0.13041648,-0.05083386,0.12194669,-0.00027836405,-0.11129487,0.2269622,-0.21068665,0.09587253,-0.28483528,0.1417345,-0.11440829,0.10391984,0.17557235,-0.09984561,-0.1454934,-0.10195387,-0.33959228,0.07112124,0.14183222,0.08983956,-0.15431757,0.09621113,0.0709015,-0.24201097,0.29312703,0.092789225,-0.2214647,0.09591423,0.08575251,0.15002632,0.07329419,-0.09227196,-0.07962176,-0.124238625,-0.040156618,-0.07636239,-0.0021275254,0.09232956,0.091722764,0.18064389,-0.009826445,0.042090327,-0.035738457,entity:1015121_ClinicalRecord
0.04150701,-0.14527604,-0.11397146,-0.086220525,0.018470101,0.0014847075,-0.10917689,-0.2879698,-0.02372916,-0.04954178,-0.006611602,-0.19629274,-0.013905524,-0.24806038,0.25947013,-0.22509998,-0.09363588,-0.14304872,0.1408683,0.22540997,-0.0054588234,0.114759915,-0.06065509,-0.17088303,-0.071738936,0.01718846,0.12066434,-0.05511832,-0.08496371,0.2779112,-0.30502802,-0.034987178,0.046582103,-0.020164326,0.18389419,-0.022345638,0.05950381,0.14089365,0.10162519,-0.24289247,-0.22842078,0.043031402,0.03980694,0.013037464,0.13574283,0.17886105,0.03854972,0.20853093,0.107525095,0.013414954,entity:1019115_ClinicalRecord
0.013305129,-0.16848606,-0.038677834,-0.099251926,-0.03827615,0.12843229,0.15412246,-0.13319507,-0.023426156,-0.15718028,0.1021205,-0.055876218,0.04895944,-0.055384982,-0.05437165,0.12497786,-0.06597699,-0.27114293,0.007648792,0.19855069,-0.17234345,-0.12702353,-0.066566184,0.0694028,0.061038494,-0.018495511,0.25011447,0.16067909,-0.20165229,-0.06380728,0.08484442,0.073615745,0.06492013,-0.22302295,0.041753843,0.2809219,0.15339415,0.20361665,0.1364566,0.075853884,0.25894797,0.05623179,-0.23700829,-0.0544044,-0.122317694,-0.1787489,-0.12512027,0.31092712,0.02528033,-0.048435498,entity:1019206_ClinicalRecord
0.2885965,0.06877613,-0.19448572,0.048453152,-0.29243523,0.088167146,-0.11514469,0.07296294,-0.09546538,0.028731374,-0.14748703,-0.1017935,0.4095603,-0.08092477,0.122691,0.1239673,-0.13624185,-0.044412885,-0.070498176,0.11966695,-0.013557269,0.22383003,0.0050347964,0.14399214,0.016061502,-0.08259536,0.07896852,0.12891594,0.10848294,0.06977509,-0.13799572,-0.041720726,-0.037576716,-0.08920078,0.003317926,-0.07203763,0.16481076,-0.17789769,0.03527793,-0.10099554,0.09286185,0.09218793,-0.07940926,0.12215961,-0.11919833,-0.06502519,-0.21034257,0.33588016,-0.1362488,-0.13309878,entity:101957_ClinicalRecord
0.16218127,-0.22550015,-0.036407012,0.08215047,0.038320348,0.07366735,-0.008950233,-0.24751446,0.08705832,-0.11981181,-0.045612186,-0.058726087,0.28892908,0.039741725,0.16746534,-0.13748273,-0.082024425,-0.13265541,0.18087521,0.07651,0.043630302,0.015146128,-0.1316238,0.008302349,0.06909349,-0.020352768,0.035121612,-0.019738926,-0.09278186,0.20641936,0.048602235,0.40952316,-0.276598,-0.020715201,-0.1540093,-0.026952038,0.049079075,0.27886587,-0.067655556,-0.11390676,-0.27818426,0.031237416,0.1747327,-0.037321944,0.18024449,0.13107657,-0.064568855,-0.11497311,-0.005690781,0.007699685,entity:1022636_ClinicalRecord
